planning_run_id,candidate_id,machine_id,machine_name,candidate_type,source_signal,maintenance_plan_id,failure_mode_id,required_skill_id,required_crew_type,required_worker_count,maintenance_level,required_authorization_level,can_be_performed_by_production_flag,can_be_performed_by_maintenance_flag,candidate_requirement_completeness_status,estimated_duration_hours,planned_downtime_hours,due_status,breakdown_risk_level,spare_part_readiness_status,crew_capacity_status,production_impact_level,bottleneck_impact_level,recommended_scheduling_priority,scheduling_blocker_status,earliest_start_placeholder,latest_finish_placeholder,schedule_assignment_status,note_no_schedule_created_flag,confirmation_status,source_phase,advisory_only_flag
PHASE4-MPS-20260711131832,MAINT-CAND-014,M-FRAME-JIG-001,Frame Jig and Alignment Fixture,REPAIR_RISK_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-FRAME-BEAR-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,REPAIR,False,True,COMPLETE,2.0,2.5,,CRITICAL,REVIEW_REQUIRED,FEASIBLE,CRITICAL,CRITICAL,11,SPARE_PART_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
PHASE4-MPS-20260711131832,MAINT-CAND-015,M-WHEEL-TRUE-001,Wheel Truing Stand,REPAIR_RISK_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-WHEEL-BEAR-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,REPAIR,False,True,COMPLETE,2.5,3.5,,CRITICAL,REVIEW_REQUIRED,FEASIBLE,CRITICAL,CRITICAL,11,SPARE_PART_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
PHASE4-MPS-20260711131832,MAINT-CAND-016,M-WHEEL-TRUE-001,Wheel Truing Stand,REPAIR_RISK_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-WHEEL-ALIGN-001,SKILL-BASIC-ADJUSTMENT,MAINTENANCE,1.0,LIGHT,REPAIR,False,True,COMPLETE,1.5,2.0,,CRITICAL,REVIEW_REQUIRED,NO_ACTIVE_COVERAGE,CRITICAL,CRITICAL,31,SPARE_AND_CREW_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
PHASE4-MPS-20260711131832,MAINT-CAND-017,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,REPAIR_RISK_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-BRAKE-TOOL-001,SKILL-BASIC-ADJUSTMENT,MAINTENANCE,1.0,LIGHT,REPAIR,False,True,COMPLETE,1.2,1.8,,CRITICAL,REVIEW_REQUIRED,NO_ACTIVE_COVERAGE,HIGH,CRITICAL,41,SPARE_AND_CREW_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
PHASE4-MPS-20260711131832,MAINT-CAND-018,M-BRAKE-BENCH-001,Brake Assembly Bench and Tooling,REPAIR_RISK_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-BRAKE-SENSOR-001,SKILL-ELEC-MAINT,MAINTENANCE,1.0,MEDIUM,REPAIR,False,True,COMPLETE,2.0,3.0,,CRITICAL,REVIEW_REQUIRED,FEASIBLE,HIGH,CRITICAL,21,SPARE_PART_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
PHASE4-MPS-20260711131832,MAINT-CAND-019,M-FORK-BENCH-001,Fork and Suspension Prep Bench,REPAIR_RISK_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-FORK-SEAL-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,REPAIR,False,True,COMPLETE,3.0,4.5,,CRITICAL,REVIEW_REQUIRED,FEASIBLE,HIGH,CRITICAL,21,SPARE_PART_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
PHASE4-MPS-20260711131832,MAINT-CAND-020,M-FORK-BENCH-001,Fork and Suspension Prep Bench,REPAIR_RISK_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-FORK-LUBE-001,SKILL-LUBRICATION,MAINTENANCE,1.0,LIGHT,REPAIR,False,True,COMPLETE,1.0,2.0,,CRITICAL,REVIEW_REQUIRED,NO_ACTIVE_COVERAGE,HIGH,CRITICAL,41,SPARE_AND_CREW_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
PHASE4-MPS-20260711131832,MAINT-CAND-021,M-FINAL-STAND-001,Final Assembly Stand,REPAIR_RISK_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-FINAL-JIG-001,SKILL-HEAVY-OVERHAUL,MAINTENANCE,1.0,HEAVY,REPAIR,False,True,COMPLETE,4.0,6.0,,CRITICAL,REVIEW_REQUIRED,FEASIBLE,CRITICAL,CRITICAL,11,SPARE_PART_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
PHASE4-MPS-20260711131832,MAINT-CAND-022,M-FINAL-STAND-001,Final Assembly Stand,REPAIR_RISK_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-FINAL-BEAR-001,SKILL-MECH-MAINT,MAINTENANCE,1.0,MEDIUM,REPAIR,False,True,COMPLETE,2.5,3.5,,CRITICAL,REVIEW_REQUIRED,FEASIBLE,CRITICAL,CRITICAL,11,SPARE_PART_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
PHASE4-MPS-20260711131832,MAINT-CAND-023,M-QC-TOOLS-001,QC Inspection Tool Set,REPAIR_RISK_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-QC-CAL-001,SKILL-ELEC-MAINT,MAINTENANCE,1.0,CALIBRATION,REPAIR,False,True,COMPLETE,1.5,2.5,,CRITICAL,REVIEW_REQUIRED,FEASIBLE,HIGH,CRITICAL,21,SPARE_PART_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
PHASE4-MPS-20260711131832,MAINT-CAND-024,M-QC-TOOLS-001,QC Inspection Tool Set,REPAIR_RISK_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-QC-SENSOR-001,SKILL-ELEC-MAINT,MAINTENANCE,1.0,MEDIUM,REPAIR,False,True,COMPLETE,3.0,5.0,,CRITICAL,REVIEW_REQUIRED,FEASIBLE,HIGH,CRITICAL,21,SPARE_PART_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
PHASE4-MPS-20260711131832,MAINT-CAND-025,M-PACK-BENCH-001,Packaging Bench and Tool Set,BREAKDOWN_RISK_PREVENTIVE_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-PACK-TOOL-001,SKILL-CLEANING,MAINTENANCE,1.0,LIGHT,REPAIR,False,True,COMPLETE,0.5,1.0,,MEDIUM,REVIEW_REQUIRED,NO_ACTIVE_COVERAGE,HIGH,CRITICAL,76,SPARE_AND_CREW_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
PHASE4-MPS-20260711131832,MAINT-CAND-026,M-PACK-BENCH-001,Packaging Bench and Tool Set,BREAKDOWN_RISK_PREVENTIVE_REVIEW,BREAKDOWN_RISK_FORECAST,,FM-PACK-ELECT-001,SKILL-ELEC-MAINT,MAINTENANCE,1.0,MEDIUM,REPAIR,False,True,COMPLETE,1.5,2.5,,MEDIUM,REVIEW_REQUIRED,FEASIBLE,HIGH,CRITICAL,56,SPARE_PART_BLOCKED,STEP7G_TO_ASSIGN,STEP7G_TO_ASSIGN,NOT_SCHEDULED_CANDIDATE_ONLY,True,PLANNING_IMPACT_ESTIMATE_ONLY_NOT_EXECUTION_CONFIRMED,SHARED_STEP7F_MAINTENANCE_PRODUCTION_IMPACT,True
