risk_id,sku_id,product_name,category,risk_type,risk_level,risk_source,risk_description,risk_driver,related_status,related_cost_driver,related_selected_scenario,mitigation_action,risk_owner,review_required,review_type,risk_priority,review_severity,mandatory_review_gate,advisory_review_gate,action_readiness
SKU-TEA-002-COST_RISK,SKU-TEA-002,Iced Tea Peach 500ml,Beverages,COST_RISK,CRITICAL,COST_ENGINE,High or uncertain cost exposure.,ZERO_STOCK status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists.,ZERO_STOCK,,EXPEDITE_DELIVERY,ORDER_RECOMMENDED_QUANTITY,PROCUREMENT_TEAM,False,SUPPLIER_REVIEW,URGENT,ADVISORY,,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,READY_TO_ACT
SKU-SUN-003-OVERSTOCK_RISK,SKU-SUN-003,SPF 50 Sunscreen 200ml,Personal Care,OVERSTOCK_RISK,HIGH,INVENTORY_STATUS,Excess inventory risk.,Overstock or days-of-supply risk exists. Expiry or near-expiry signal exists. Supplier review signal exists.,OVERSTOCK,,TIGHTEN_ORDER_CAP__RETURN_TO_SUPPLIER_IF_ALLOWED,RETURN_TO_SUPPLIER_REVIEW,PROCUREMENT_TEAM,True,EXPIRY_REVIEW,HIGH,MANDATORY,EXPIRY_DISPOSITION_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-SUN-003-EXPIRY_RISK,SKU-SUN-003,SPF 50 Sunscreen 200ml,Personal Care,EXPIRY_RISK,HIGH,INVENTORY_STATUS,"Expiry, near-expiry, or spoilage risk.",Overstock or days-of-supply risk exists. Expiry or near-expiry signal exists. Supplier review signal exists.,OVERSTOCK,,TIGHTEN_ORDER_CAP__RETURN_TO_SUPPLIER_IF_ALLOWED,RETURN_TO_SUPPLIER_REVIEW,PROCUREMENT_TEAM,True,EXPIRY_REVIEW,HIGH,MANDATORY,EXPIRY_DISPOSITION_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-SUN-003-SUPPLIER_RISK,SKU-SUN-003,SPF 50 Sunscreen 200ml,Personal Care,SUPPLIER_RISK,HIGH,SUPPLIER_CONTEXT,Supplier reliability or supplier review risk.,Overstock or days-of-supply risk exists. Expiry or near-expiry signal exists. Supplier review signal exists.,OVERSTOCK,,TIGHTEN_ORDER_CAP__RETURN_TO_SUPPLIER_IF_ALLOWED,RETURN_TO_SUPPLIER_REVIEW,PROCUREMENT_TEAM,True,EXPIRY_REVIEW,HIGH,MANDATORY,EXPIRY_DISPOSITION_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-SUN-003-POLICY_RISK,SKU-SUN-003,SPF 50 Sunscreen 200ml,Personal Care,POLICY_RISK,HIGH,RE_EVALUATION_ENGINE,Policy or parameter review risk.,Overstock or days-of-supply risk exists. Expiry or near-expiry signal exists. Supplier review signal exists.,OVERSTOCK,,TIGHTEN_ORDER_CAP__RETURN_TO_SUPPLIER_IF_ALLOWED,RETURN_TO_SUPPLIER_REVIEW,PROCUREMENT_TEAM,True,EXPIRY_REVIEW,HIGH,MANDATORY,EXPIRY_DISPOSITION_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-SUN-003-COST_RISK,SKU-SUN-003,SPF 50 Sunscreen 200ml,Personal Care,COST_RISK,HIGH,COST_ENGINE,High or uncertain cost exposure.,Overstock or days-of-supply risk exists. Expiry or near-expiry signal exists. Supplier review signal exists.,OVERSTOCK,,TIGHTEN_ORDER_CAP__RETURN_TO_SUPPLIER_IF_ALLOWED,RETURN_TO_SUPPLIER_REVIEW,PROCUREMENT_TEAM,True,EXPIRY_REVIEW,HIGH,MANDATORY,EXPIRY_DISPOSITION_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-SUP-004-STOCKOUT_RISK,SKU-SUP-004,Winter Soup Mix 400g,Grocery,STOCKOUT_RISK,CRITICAL,INVENTORY_STATUS,Shortage or replenishment risk.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__FAST_RELIABLE_SUPPLIER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; SUPPLIER_CHANGE_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-SUP-004-OVERSTOCK_RISK,SKU-SUP-004,Winter Soup Mix 400g,Grocery,OVERSTOCK_RISK,CRITICAL,INVENTORY_STATUS,Excess inventory risk.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__FAST_RELIABLE_SUPPLIER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; SUPPLIER_CHANGE_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-SUP-004-SUPPLIER_RISK,SKU-SUP-004,Winter Soup Mix 400g,Grocery,SUPPLIER_RISK,CRITICAL,SUPPLIER_CONTEXT,Supplier reliability or supplier review risk.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__FAST_RELIABLE_SUPPLIER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; SUPPLIER_CHANGE_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-SUP-004-RECEIVING_STAGING_RISK,SKU-SUP-004,Winter Soup Mix 400g,Grocery,RECEIVING_STAGING_RISK,CRITICAL,WAREHOUSE_SLOTTING,Receiving/staging pressure risk.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__FAST_RELIABLE_SUPPLIER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; SUPPLIER_CHANGE_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-SUP-004-WAREHOUSE_CAPACITY_RISK,SKU-SUP-004,Winter Soup Mix 400g,Grocery,WAREHOUSE_CAPACITY_RISK,CRITICAL,WAREHOUSE_SLOTTING,Warehouse capacity risk.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__FAST_RELIABLE_SUPPLIER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; SUPPLIER_CHANGE_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-SUP-004-POLICY_RISK,SKU-SUP-004,Winter Soup Mix 400g,Grocery,POLICY_RISK,CRITICAL,RE_EVALUATION_ENGINE,Policy or parameter review risk.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__FAST_RELIABLE_SUPPLIER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; SUPPLIER_CHANGE_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-SUP-004-PHASE4_PRODUCTION_RISK,SKU-SUP-004,Winter Soup Mix 400g,Grocery,PHASE4_PRODUCTION_RISK,CRITICAL,PHASE4_FLAG,Production/BOM/MRP dependency risk.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__FAST_RELIABLE_SUPPLIER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; SUPPLIER_CHANGE_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-SUP-004-COST_RISK,SKU-SUP-004,Winter Soup Mix 400g,Grocery,COST_RISK,CRITICAL,COST_ENGINE,High or uncertain cost exposure.,STOCKOUT status creates shortage risk. Overstock or days-of-supply risk exists. Supplier review signal exists. Warehouse capacity or staging risk exists.,STOCKOUT,,INCREASE_BUFFER__FAST_RELIABLE_SUPPLIER__SPLIT_DELIVERY,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,URGENT,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; SUPPLIER_CHANGE_GATE; RECEIVING_CAPACITY_GATE; POLICY_PARAMETER_GATE,ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-CHC-005-OVERSTOCK_RISK,SKU-CHC-005,Valentine Chocolate Box 250g,Confectionery,OVERSTOCK_RISK,HIGH,INVENTORY_STATUS,Excess inventory risk.,Overstock or days-of-supply risk exists. Expiry or near-expiry signal exists. Supplier review signal exists.,UNKNOWN_STATUS,,CAP_BY_EXPIRY_OR_MOVEMENT,TIGHTEN_ORDER_CAP,INVENTORY_PLANNER,False,SUPPLIER_REVIEW,MEDIUM,ADVISORY,,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL,ADVISORY_REVIEW_RECOMMENDED
SKU-CHC-005-EXPIRY_RISK,SKU-CHC-005,Valentine Chocolate Box 250g,Confectionery,EXPIRY_RISK,HIGH,INVENTORY_STATUS,"Expiry, near-expiry, or spoilage risk.",Overstock or days-of-supply risk exists. Expiry or near-expiry signal exists. Supplier review signal exists.,UNKNOWN_STATUS,,CAP_BY_EXPIRY_OR_MOVEMENT,TIGHTEN_ORDER_CAP,INVENTORY_PLANNER,False,SUPPLIER_REVIEW,MEDIUM,ADVISORY,,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL,ADVISORY_REVIEW_RECOMMENDED
SKU-CHC-005-SUPPLIER_RISK,SKU-CHC-005,Valentine Chocolate Box 250g,Confectionery,SUPPLIER_RISK,HIGH,SUPPLIER_CONTEXT,Supplier reliability or supplier review risk.,Overstock or days-of-supply risk exists. Expiry or near-expiry signal exists. Supplier review signal exists.,UNKNOWN_STATUS,,CAP_BY_EXPIRY_OR_MOVEMENT,TIGHTEN_ORDER_CAP,INVENTORY_PLANNER,False,SUPPLIER_REVIEW,MEDIUM,ADVISORY,,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL,ADVISORY_REVIEW_RECOMMENDED
SKU-CHC-005-POLICY_RISK,SKU-CHC-005,Valentine Chocolate Box 250g,Confectionery,POLICY_RISK,HIGH,RE_EVALUATION_ENGINE,Policy or parameter review risk.,Overstock or days-of-supply risk exists. Expiry or near-expiry signal exists. Supplier review signal exists.,UNKNOWN_STATUS,,CAP_BY_EXPIRY_OR_MOVEMENT,TIGHTEN_ORDER_CAP,INVENTORY_PLANNER,False,SUPPLIER_REVIEW,MEDIUM,ADVISORY,,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_WAREHOUSE_SIGNAL; ADVISORY_POLICY_SIGNAL,ADVISORY_REVIEW_RECOMMENDED
SKU-BBQ-006-OVERSTOCK_RISK,SKU-BBQ-006,BBQ Charcoal 5kg,Outdoor,OVERSTOCK_RISK,CRITICAL,INVENTORY_STATUS,Excess inventory risk.,Overstock or days-of-supply risk exists. Dead stock or non-moving signal exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,HIGH,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; EXPIRY_DISPOSITION_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-BBQ-006-DEAD_STOCK_RISK,SKU-BBQ-006,BBQ Charcoal 5kg,Outdoor,DEAD_STOCK_RISK,CRITICAL,INVENTORY_STATUS,Dead-stock or non-moving inventory risk.,Overstock or days-of-supply risk exists. Dead stock or non-moving signal exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,HIGH,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; EXPIRY_DISPOSITION_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-BBQ-006-SUPPLIER_RISK,SKU-BBQ-006,BBQ Charcoal 5kg,Outdoor,SUPPLIER_RISK,CRITICAL,SUPPLIER_CONTEXT,Supplier reliability or supplier review risk.,Overstock or days-of-supply risk exists. Dead stock or non-moving signal exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,HIGH,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; EXPIRY_DISPOSITION_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-BBQ-006-POLICY_RISK,SKU-BBQ-006,BBQ Charcoal 5kg,Outdoor,POLICY_RISK,CRITICAL,RE_EVALUATION_ENGINE,Policy or parameter review risk.,Overstock or days-of-supply risk exists. Dead stock or non-moving signal exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,HIGH,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; EXPIRY_DISPOSITION_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-BBQ-006-PHASE4_PRODUCTION_RISK,SKU-BBQ-006,BBQ Charcoal 5kg,Outdoor,PHASE4_PRODUCTION_RISK,CRITICAL,PHASE4_FLAG,Production/BOM/MRP dependency risk.,Overstock or days-of-supply risk exists. Dead stock or non-moving signal exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,HIGH,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; EXPIRY_DISPOSITION_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-BBQ-006-COST_RISK,SKU-BBQ-006,BBQ Charcoal 5kg,Outdoor,COST_RISK,CRITICAL,COST_ENGINE,High or uncertain cost exposure.,Overstock or days-of-supply risk exists. Dead stock or non-moving signal exists. Supplier review signal exists.,OVERSTOCK,,DECREASE_BUFFER__LIQUIDATE_DEAD_STOCK,REVIEW_PHASE4_PRODUCTION_LOGIC,MULTI_DEPARTMENT_REVIEW,True,MANDATORY_MULTI_DEPARTMENT_REVIEW,HIGH,MANDATORY,SELECTED_SCENARIO_REVIEW_GATE; PHASE4_GATE; EXPIRY_DISPOSITION_GATE; POLICY_PARAMETER_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-UMR-007-STOCKOUT_RISK,SKU-UMR-007,Compact Umbrella,Accessories,STOCKOUT_RISK,HIGH,INVENTORY_STATUS,Shortage or replenishment risk.,CRITICAL_LOW_STOCK status creates shortage risk. Supplier review signal exists. Warehouse capacity or staging risk exists.,CRITICAL_LOW_STOCK,,INCREASE_BUFFER__SPLIT_DELIVERY,SPLIT_DELIVERY,WAREHOUSE_TEAM,True,WAREHOUSE_REVIEW,HIGH,MANDATORY,RECEIVING_CAPACITY_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-UMR-007-SUPPLIER_RISK,SKU-UMR-007,Compact Umbrella,Accessories,SUPPLIER_RISK,HIGH,SUPPLIER_CONTEXT,Supplier reliability or supplier review risk.,CRITICAL_LOW_STOCK status creates shortage risk. Supplier review signal exists. Warehouse capacity or staging risk exists.,CRITICAL_LOW_STOCK,,INCREASE_BUFFER__SPLIT_DELIVERY,SPLIT_DELIVERY,WAREHOUSE_TEAM,True,WAREHOUSE_REVIEW,HIGH,MANDATORY,RECEIVING_CAPACITY_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
SKU-UMR-007-RECEIVING_STAGING_RISK,SKU-UMR-007,Compact Umbrella,Accessories,RECEIVING_STAGING_RISK,HIGH,WAREHOUSE_SLOTTING,Receiving/staging pressure risk.,CRITICAL_LOW_STOCK status creates shortage risk. Supplier review signal exists. Warehouse capacity or staging risk exists.,CRITICAL_LOW_STOCK,,INCREASE_BUFFER__SPLIT_DELIVERY,SPLIT_DELIVERY,WAREHOUSE_TEAM,True,WAREHOUSE_REVIEW,HIGH,MANDATORY,RECEIVING_CAPACITY_GATE,ADVISORY_SUPPLIER_SIGNAL; ADVISORY_POLICY_SIGNAL; ADVISORY_COST_SIGNAL,REVIEW_REQUIRED_BEFORE_ACTION
