sku_id,product_name,category,main_inventory_status,secondary_status_flags,primary_action,secondary_action,action_priority,action_reason,current_inventory,available_inventory,inventory_position,safety_stock,reorder_point,recommended_order_quantity,min_stock_level,max_stock_level,reorder_point_s,order_quantity_Q,review_period_R,order_up_to_level_S,base_stock_level,inventory_model_type,review_policy,policy_urgency,policy_review_required,policy_review_reason,quantity_constraint_flag,quantity_constraint_reason,warning_codes,abc_class,xyz_class,fsn_class,vitality_class,seasonality_class,perishability_class,movement_class,supplier_risk_class,inventory_priority_class,service_level_target,safety_factor_z,stockout_signal,stockout_units,zero_inventory_signal,expiry_risk_signal,near_expiry_units,expired_units,non_moving_signal,dead_stock_signal,supplier_review_signal,watchlist_supplier_signal,recommended_supplier_requires_review,supplier_review_before_order,phase4_review_flag,phase4_review_before_final_policy,no_order_recommended_flag,no_order_event_based,no_order_one_to_one,existing_inventory_cap_applied,recommended_supplier_id,backup_supplier_id,recommended_supplier_feasible,supplier_accepts_returns,return_window_days,return_deduction_rate,return_transport_cost,return_policy_status,days_of_supply_current,days_of_supply_after_recommended_order,approaching_reorder_threshold,approaching_reorder_warning_buffer,overstock_days_of_supply_threshold,parameter_consistency_flag,parameter_consistency_reason
SKU-BIKE-ROAD-001,Road Bike,Bicycles,CRITICAL_LOW_STOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE,ORDER_RECOMMENDED_QUANTITY,NO_ACTION,HIGH,Inventory position is at or below safety stock.,18,16,18,76,162,86,76,248,162,86.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.",True,"Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,False,True,True,True,True,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,1.47,8.5,198.71,36.71,14,False,Inventory policy parameters are internally consistent.
SKU-BIKE-MT-001,Mountain Bike,Bicycles,CRITICAL_LOW_STOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE,ORDER_RECOMMENDED_QUANTITY,NO_ACTION,HIGH,Inventory position is at or below safety stock.,14,13,14,62,132,70,62,202,132,70.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.",True,"Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,A,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,False,True,True,True,True,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,1.42,8.49,161.67,29.67,14,False,Inventory policy parameters are internally consistent.
SKU-COMP-FRAME-ROAD-001,UNKNOWN,UNKNOWN,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,120,110,120,11,29,60,11,89,29,60.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,False,True,True,True,True,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,120.0,180.0,32.0,3.0,14,False,Inventory policy parameters are internally consistent.
SKU-COMP-FRAME-MT-001,UNKNOWN,UNKNOWN,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,90,82,90,12,32,60,12,92,32,60.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,False,True,True,True,True,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,90.0,150.0,35.2,3.2,14,False,Inventory policy parameters are internally consistent.
SKU-COMP-WHEEL-ROAD-700C,UNKNOWN,UNKNOWN,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,260,240,260,10,24,75,10,99,24,75.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,False,True,True,True,True,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,260.0,335.0,27.0,3.0,14,False,Inventory policy parameters are internally consistent.
SKU-COMP-WHEEL-MT-29,UNKNOWN,UNKNOWN,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,210,192,210,11,27,75,11,102,27,75.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,False,True,True,True,True,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,210.0,285.0,30.0,3.0,14,False,Inventory policy parameters are internally consistent.
SKU-COMP-TIRE-ROAD-700C,UNKNOWN,UNKNOWN,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,340,315,340,9,19,120,9,139,19,120.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,False,True,True,True,True,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,340.0,460.0,22.0,3.0,14,False,Inventory policy parameters are internally consistent.
SKU-COMP-TIRE-MT-29,UNKNOWN,UNKNOWN,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,300,278,300,9,20,105,9,125,20,105.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,False,True,True,True,True,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,300.0,405.0,23.0,3.0,14,False,Inventory policy parameters are internally consistent.
SKU-COMP-BRAKE-FRONT-001,UNKNOWN,UNKNOWN,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,160,148,160,10,23,80,10,103,23,80.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,False,True,True,True,True,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,160.0,240.0,26.0,3.0,14,False,Inventory policy parameters are internally consistent.
SKU-COMP-BRAKE-REAR-001,UNKNOWN,UNKNOWN,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;HIGH_MOQ_OVERSTOCK_RISK;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,155,143,155,10,23,80,10,103,23,80.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,False,True,True,True,True,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,155.0,235.0,26.0,3.0,14,False,Inventory policy parameters are internally consistent.
SKU-COMP-PEDAL-SET-001,UNKNOWN,UNKNOWN,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;NO_ORDER_RECOMMENDED;EXISTING_INVENTORY_CAP_ACTIVE;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,180,166,180,5,14,0,5,5,14,,60,,,ONE_TO_ONE_REPLACEMENT,ONE_TO_ONE,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations. Selected policy is sensitive to low forecast confidence.",True,"Existing inventory already exceeds the position-aware days-of-supply cap. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. No order is recommended because no policy trigger is active. No order recommended because current inventory already exceeds the allowed days-of-supply cap. Phase 4 item remains review-flagged, but no replacement order is triggered yet. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;NO_ORDER_RECOMMENDED_FOR_ONE_TO_ONE;ORDER_QUANTITY_CAPPED_BY_EXISTING_INVENTORY,B,X,N,IMPORTANT,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,MEDIUM_PRIORITY,0.9,1.28,False,0,False,False,0.0,0.0,False,False,True,False,True,True,True,True,True,False,True,True,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,180.0,180.0,17.0,3.0,14,False,Inventory policy parameters are internally consistent.
SKU-COMP-BOLT-KIT-001,UNKNOWN,UNKNOWN,OVERSTOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;PHASE4_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE;NO_ORDER_RECOMMENDED;EXISTING_INVENTORY_CAP_ACTIVE;OVERSTOCK_RISK_BY_DAYS_OF_SUPPLY,REDUCE_FUTURE_ORDERS,LIQUIDATE_DEAD_STOCK,MEDIUM,Inventory exceeds max stock or days-of-supply threshold.,500,460,500,4,11,0,4,4,11,,60,,,ONE_TO_ONE_REPLACEMENT,ONE_TO_ONE,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations. Selected policy is sensitive to low forecast confidence.",True,"Existing inventory already exceeds the position-aware days-of-supply cap. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. No order is recommended because no policy trigger is active. No order recommended because current inventory already exceeds the allowed days-of-supply cap. Phase 4 item remains review-flagged, but no replacement order is triggered yet. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;NO_ORDER_RECOMMENDED_FOR_ONE_TO_ONE;ORDER_QUANTITY_CAPPED_BY_EXISTING_INVENTORY,C,X,N,IMPORTANT,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,MEDIUM_PRIORITY,0.9,1.28,False,0,False,False,0.0,0.0,False,False,True,False,True,True,True,True,True,False,True,True,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,500.0,500.0,14.0,3.0,14,False,Inventory policy parameters are internally consistent.
SP-LUBE-OIL-001,General Machine Lubricating Oil,Maintenance Spare Parts,CRITICAL_LOW_STOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE,ORDER_RECOMMENDED_QUANTITY,NO_ACTION,HIGH,Inventory position is at or below safety stock.,24,24,24,24,52,28,24,80,52,28.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Procurement constraints should be reviewed before Step 6 calculations.,True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,False,True,True,False,False,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,6.0,13.0,64.0,12.0,14,False,Inventory policy parameters are internally consistent.
SP-BEARING-KIT-001,General Bearing Replacement Kit,Maintenance Spare Parts,CRITICAL_LOW_STOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;WATCHLIST_SUPPLIER;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE,ORDER_RECOMMENDED_QUANTITY,NO_ACTION,HIGH,Inventory position is at or below safety stock.,5,5,5,10,22,7,10,29,22,7.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Supplier watchlist signal requires policy review. Recommended supplier is not feasible. Procurement constraints should be reviewed before Step 6 calculations.,True,"Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;LOW_YIELD_REQUIRES_EXTRA_ORDERING;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,True,True,True,False,False,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,5.0,12.0,25.0,3.0,14,False,Inventory policy parameters are internally consistent.
SP-FRAME-JIG-PAD-001,Frame Jig Wear Pad Kit,Maintenance Spare Parts,CRITICAL_LOW_STOCK,NON_MOVING;SUPPLIER_REVIEW_REQUIRED;POLICY_REVIEW_REQUIRED;QUANTITY_CONSTRAINT_ACTIVE,ORDER_RECOMMENDED_QUANTITY,NO_ACTION,HIGH,Inventory position is at or below safety stock.,6,6,6,16,28,14,16,42,28,14.0,60,,,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,HIGH,True,Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Procurement constraints should be reviewed before Step 6 calculations.,True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.99,2.33,False,0,False,False,0.0,0.0,False,False,True,False,True,True,False,False,False,False,False,False,UNKNOWN,UNKNOWN,False,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,3.0,10.0,34.0,6.0,14,False,Inventory policy parameters are internally consistent.
