sku_id,product_name,category,inventory_model_type,review_policy,policy_selection_confidence,policy_confidence_reason,policy_urgency,policy_review_required,policy_review_reason,policy_reason,service_level_target,safety_factor_z,service_level_review_required,service_level_re_evaluation_signal,abc_class,xyz_class,fsn_class,vitality_class,seasonality_class,perishability_class,movement_class,supplier_risk_class,inventory_priority_class,classification_score,current_inventory,available_inventory,inventory_position,stockout_signal,stockout_units,zero_inventory_signal,expiry_risk_signal,non_moving_signal,dead_stock_signal,near_expiry_units,expired_units,stockout_penalty_per_unit,overstock_penalty_per_unit,unit_cost_inventory,inventory_value,average_daily_demand,coefficient_of_variation,demand_behavior_class,average_p50_forecast,average_p90_forecast,average_forecast_confidence_score,dominant_forecast_risk_level,recommended_supplier_id,backup_supplier_id,expected_lead_time_days,lead_time_std_days,unit_cost_procurement,moq,batch_size,expected_yield_rate,final_feasible_order_quantity,demand_adjusted_procurement_risk_score,demand_adjusted_procurement_risk_class,recommended_supplier_feasible,recommended_supplier_requires_review,split_sourcing_recommendation,recommended_primary_share,recommended_backup_share,supplier_option_count,feasible_supplier_option_count,supplier_review_signal,watchlist_supplier_signal,supplier_trend_status,supplier_evidence_status,perishable,expiry_tracking_required,fefo_required,handling_unit,inventory_owner_type,item_planning_type,push_pull_boundary_role,supplier_accepts_returns,return_window_days,return_deduction_rate,return_transport_cost,return_policy_status,safety_stock,reorder_point,eoq,eoq_rounded,recommended_order_quantity,min_stock_level,max_stock_level,reorder_point_s,order_quantity_Q,review_period_R,review_period_reason,order_up_to_level_S,base_stock_level,newsvendor_critical_ratio,procurement_constraint_flag,procurement_constraint_reason,phase4_review_flag,phase1_context_status,phase2_context_status,demand_std_daily,mean_demand_during_lead_time,std_demand_during_lead_time,parameter_calculation_reason,quantity_constraint_flag,quantity_constraint_reason,warning_codes,moq_adjustment_applied,batch_rounding_applied,yield_adjustment_applied,perishability_cap_applied,existing_inventory_cap_applied,stockout_order_boost_applied,supplier_review_before_order,phase4_review_before_final_policy,no_order_recommended_flag,no_order_event_based,no_order_one_to_one
SKU-BIKE-ROAD-001,Road Bike,Bicycles,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.54,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; policy review is required; Phase 4 production logic may override; procurement constraints exist,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.","Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,18,16,18,False,0,False,False,False,False,0.0,0.0,250,60,440.0,7920.0,12.2376,0.2215,STABLE,14.154843333333334,14.154843333333334,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,7.0,2.0,0.0,1.0,1.0,0.95,0,0.5,MEDIUM,False,True,False,1.0,0.0,0,0,True,False,INSUFFICIENT_DATA,UNKNOWN,False,False,False,EACH,PRODUCED,FINISHED_GOOD,MAKE_TO_STOCK_ITEM,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,76,162,89.52,86,86,76,248,162,86,60,Non-moving SKU can use longer review cadence.,,,,True,Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,True,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,2.7106,85.6632,25.5043,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity.",True,"Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,False,False,True,True,False,False,True,True,False,False,False
SKU-BIKE-MT-001,Mountain Bike,Bicycles,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.54,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; policy review is required; Phase 4 production logic may override; procurement constraints exist,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.","Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,A,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.76,14,13,14,False,0,False,False,False,False,0.0,0.0,275,70,580.0,8120.0,9.8895,0.2632,STABLE,10.9963,10.9963,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,7.0,2.0,0.0,1.0,1.0,0.95,0,0.5,MEDIUM,False,True,False,1.0,0.0,0,0,True,False,INSUFFICIENT_DATA,UNKNOWN,False,False,False,EACH,PRODUCED,FINISHED_GOOD,MAKE_TO_STOCK_ITEM,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,62,132,70.1,70,70,62,202,132,70,60,Non-moving SKU can use longer review cadence.,,,,True,Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,True,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,2.6029,69.2265,20.9436,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity.",True,"Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT,False,False,True,True,False,False,True,True,False,False,False
SKU-COMP-FRAME-ROAD-001,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.44,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; Phase 4 production logic may override; procurement constraints exist,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.","Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,120,110,120,False,0,False,False,False,False,0.0,0.0,90,20,120.0,14400.0,1.0,0.75,UNKNOWN,0.0,0.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,18.0,2.0,127.2,30.0,20.0,0.975,0,0.0345431213017751,LOW,False,True,False,1.0,0.0,0,0,True,False,HEALTHY,STRONG_HISTORY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,11,29,47.6,60,60,11,89,29,60,60,Non-moving SKU can use longer review cadence.,,,,True,High MOQ may force overstock; Step 6 should cap order quantity using capacity and demand. Large batch size may force order rounding above expected demand. Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,True,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,18.0,3.7583,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Average daily demand fallback was used. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,False,True,True,True,False,False,True,True,False,False,False
SKU-COMP-FRAME-MT-001,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.44,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; Phase 4 production logic may override; procurement constraints exist,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.","Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,90,82,90,False,0,False,False,False,False,0.0,0.0,95,22,140.0,12600.0,1.0,0.75,UNKNOWN,0.0,0.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,20.0,2.0,148.4,25.0,20.0,0.975,0,0.0345431213017751,LOW,False,True,False,1.0,0.0,0,0,True,False,HEALTHY,STRONG_HISTORY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,12,32,44.07,60,60,12,92,32,60,60,Non-moving SKU can use longer review cadence.,,,,True,High MOQ may force overstock; Step 6 should cap order quantity using capacity and demand. Large batch size may force order rounding above expected demand. Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,True,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,20.0,3.9051,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Average daily demand fallback was used. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,False,True,True,True,False,False,True,True,False,False,False
SKU-COMP-WHEEL-ROAD-700C,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.44,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; Phase 4 production logic may override; procurement constraints exist,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.","Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,260,240,260,False,0,False,False,False,False,0.0,0.0,55,12,60.0,15600.0,1.0,0.75,UNKNOWN,0.0,0.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,14.0,2.0,63.6,50.0,25.0,0.975,0,0.0345431213017751,LOW,False,True,False,1.0,0.0,0,0,True,False,HEALTHY,STRONG_HISTORY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,10,24,67.31,75,75,10,99,24,75,60,Non-moving SKU can use longer review cadence.,,,,True,High MOQ may force overstock; Step 6 should cap order quantity using capacity and demand. Large batch size may force order rounding above expected demand. Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,True,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,14.0,3.446,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Average daily demand fallback was used. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,False,True,True,True,False,False,True,True,False,False,False
SKU-COMP-WHEEL-MT-29,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.44,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; Phase 4 production logic may override; procurement constraints exist,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.","Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,210,192,210,False,0,False,False,False,False,0.0,0.0,60,14,70.0,14700.0,1.0,0.75,UNKNOWN,0.0,0.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,16.0,2.0,74.2,45.0,25.0,0.975,0,0.0345431213017751,LOW,False,True,False,1.0,0.0,0,0,True,False,HEALTHY,STRONG_HISTORY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,11,27,62.32,75,75,11,102,27,75,60,Non-moving SKU can use longer review cadence.,,,,True,High MOQ may force overstock; Step 6 should cap order quantity using capacity and demand. Large batch size may force order rounding above expected demand. Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,True,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,16.0,3.6056,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Average daily demand fallback was used. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,False,True,True,True,False,False,True,True,False,False,False
SKU-COMP-TIRE-ROAD-700C,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.44,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; Phase 4 production logic may override; procurement constraints exist,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.","Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,340,315,340,False,0,False,False,False,False,0.0,0.0,35,8,25.0,8500.0,1.0,0.75,UNKNOWN,0.0,0.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,10.0,2.0,26.5,80.0,40.0,0.975,0,0.0345431213017751,LOW,False,True,False,1.0,0.0,0,0,True,False,HEALTHY,STRONG_HISTORY,False,False,False,CASE,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,9,19,104.28,120,120,9,139,19,120,60,Non-moving SKU can use longer review cadence.,,,,True,High MOQ may force overstock; Step 6 should cap order quantity using capacity and demand. Large batch size may force order rounding above expected demand. Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,True,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,10.0,3.1024,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Average daily demand fallback was used. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,False,True,True,True,False,False,True,True,False,False,False
SKU-COMP-TIRE-MT-29,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.44,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; Phase 4 production logic may override; procurement constraints exist,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.","Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,300,278,300,False,0,False,False,False,False,0.0,0.0,40,9,30.0,9000.0,1.0,0.75,UNKNOWN,0.0,0.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,11.0,2.0,31.8,70.0,35.0,0.975,0,0.0345431213017751,LOW,False,True,False,1.0,0.0,0,0,True,False,HEALTHY,STRONG_HISTORY,False,False,False,CASE,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,9,20,95.19,105,105,9,125,20,105,60,Non-moving SKU can use longer review cadence.,,,,True,High MOQ may force overstock; Step 6 should cap order quantity using capacity and demand. Large batch size may force order rounding above expected demand. Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,True,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,11.0,3.1918,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Average daily demand fallback was used. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,False,True,True,True,False,False,True,True,False,False,False
SKU-COMP-BRAKE-FRONT-001,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.44,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; Phase 4 production logic may override; procurement constraints exist,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.","Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,160,148,160,False,0,False,False,False,False,0.0,0.0,50,10,45.0,7200.0,1.0,0.75,UNKNOWN,0.0,0.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,13.0,2.0,47.7,40.0,20.0,0.975,0,0.0345431213017751,LOW,False,True,False,1.0,0.0,0,0,True,False,HEALTHY,STRONG_HISTORY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,10,23,77.72,80,80,10,103,23,80,60,Non-moving SKU can use longer review cadence.,,,,True,High MOQ may force overstock; Step 6 should cap order quantity using capacity and demand. Large batch size may force order rounding above expected demand. Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,True,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,13.0,3.3634,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Average daily demand fallback was used. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,False,True,True,True,False,False,True,True,False,False,False
SKU-COMP-BRAKE-REAR-001,UNKNOWN,UNKNOWN,CONTINUOUS_REVIEW_sQ,CONTINUOUS_REVIEW,0.44,Phase 1 demand context loaded; Phase 2 procurement context loaded; recommended supplier is not feasible; forecast confidence is low; demand behavior is unknown; policy review is required; Phase 4 production logic may override; procurement constraints exist,HIGH,True,"Service-level engine marked this SKU for review. Service-level re-evaluation signal is active. Recommended supplier requires review. Recommended supplier is not feasible. Phase 4 production, BOM, or MRP logic may override this policy. Procurement constraints should be reviewed before Step 6 calculations.","Selected CONTINUOUS_REVIEW_sQ because SKU is critical, high service, stockout-prone, or needs close threshold monitoring.",0.99,2.33,True,True,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,155,143,155,False,0,False,False,False,False,0.0,0.0,50,10,45.0,6975.0,1.0,0.75,UNKNOWN,0.0,0.0,0.5,MEDIUM_RISK,UNKNOWN,UNKNOWN,13.0,2.0,47.7,40.0,20.0,0.975,0,0.0345431213017751,LOW,False,True,False,1.0,0.0,0,0,True,False,HEALTHY,STRONG_HISTORY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,False,0,1.0,0.0,MISSING_SUPPLIER_RETURN_POLICY,10,23,77.72,80,80,10,103,23,80,60,Non-moving SKU can use longer review cadence.,,,,True,High MOQ may force overstock; Step 6 should cap order quantity using capacity and demand. Large batch size may force order rounding above expected demand. Recommended supplier is not feasible before finalization. Few feasible supplier options limit procurement flexibility. Supplier review or watchlist signal affects policy finalization.,True,LOADED_FROM_PHASE1,LOADED_FROM_PHASE2,0.75,13.0,3.3634,"Calculated continuous-review s,Q using demand during lead time, safety stock, and EOQ-based order quantity. Average daily demand fallback was used. Demand variability fallback was used.",True,"Batch rounding increased the calculated quantity. Yield adjustment increased the order quantity. Order quantity was capped for expiry, movement, or seasonality risk. Supplier should be reviewed before ordering. Phase 4 production/BOM/MRP review should happen before final policy. Stockout, vital, or critical recovery overrides the position-aware cap. Policy review flag remains active.",SUPPLIER_REVIEW_BEFORE_ORDER;PHASE4_REVIEW_BEFORE_FINAL_POLICY;LOW_YIELD_REQUIRES_EXTRA_ORDERING;BATCH_ROUNDING_INCREASED_ORDER;ORDER_QUANTITY_CAPPED_BY_EXPIRY_OR_MOVEMENT;HIGH_MOQ_MAY_CAUSE_OVERSTOCK,False,True,True,True,False,False,True,True,False,False,False
