sku_id,product_name,category,main_inventory_status,primary_action,action_priority,main_cost_driver,cost_risk_level,current_inventory,inventory_position,recommended_order_quantity,primary_visual_location_id,replenishment_visual_location_id,quarantine_visual_location_id,fefo_visual_location_id,primary_visual_quantity,replenishment_visual_quantity,quarantine_visual_quantity,fefo_visual_quantity,primary_visual_volume_m3,replenishment_visual_volume_m3,quarantine_visual_volume_m3,fefo_visual_volume_m3,visual_status_group,visual_warning_flags,visual_info_flags,slotting_warning_flags,slotting_info_flags,sku_causes_projected_staging_pressure,sku_replenishment_staging_warning,sku_replenishment_staging_reason,map_x,map_y,map_z,map_zone,map_label,map_color_group,visual_layer,visual_color_group_resolved,visual_color_name,visual_priority,visual_label,visual_hover_text,show_primary_on_map,show_replenishment_on_map,show_quarantine_on_map,show_fefo_on_map
SKU-COMP-WHEEL-ROAD-700C,UNKNOWN,UNKNOWN,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,CRITICAL,260.0,260.0,75.0,,LOC-RC-001,,,260.0,75.0,0.0,0.0,36.4,10.5,0.0,0.0,NO_FEASIBLE_LOCATION,NO_FEASIBLE_LOCATION_FOUND;REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,NO_FEASIBLE_LOCATION_FOUND;MISSING_LOCATION_DATA;INSUFFICIENT_SPACE_AFTER_ORDER;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",42.0,28.0,4.0,SLOW_PICK,SKU-COMP-WHEEL-ROAD-700C -> LOC-SP-001,NO_FEASIBLE_LOCATION,PRIMARY_STORAGE,PROJECTED_OVER_CAPACITY,ORANGE,1,SKU-COMP-WHEEL-ROAD-700C | SLOW_PICK | OVERSTOCK,SKU: SKU-COMP-WHEEL-ROAD-700C | Product: UNKNOWN | Replenishment location: LOC-RC-001 | Primary quantity: 260.0 | Replenishment quantity: 75.0 | Quarantine quantity: 0.0 | FEFO quantity: 0.0 | Current inventory: 260.0 | Recommended order: 75.0 | Status: OVERSTOCK | Action: REDUCE_FUTURE_ORDERS | Warnings: NO_FEASIBLE_LOCATION_FOUND; REPLENISHMENT_STAGING_OVER_CAPACITY; RECEIVING_CAPACITY_REVIEW_REQUIRED; MISSING_LOCATION_DATA; INSUFFICIENT_SPACE_AFTER_ORDER; SKU_CAUSES_PROJECTED_STAGING_PRESSURE | Info: REPLENISHMENT_STAGED_IN_RECEIVING; CURRENT_VS_PROJECTED_CAPACITY_SPLIT; PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT,True,True,False,False
SKU-COMP-WHEEL-MT-29,UNKNOWN,UNKNOWN,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,CRITICAL,210.0,210.0,75.0,,LOC-RC-001,,,210.0,75.0,0.0,0.0,33.6,12.0,0.0,0.0,NO_FEASIBLE_LOCATION,NO_FEASIBLE_LOCATION_FOUND;REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,NO_FEASIBLE_LOCATION_FOUND;MISSING_LOCATION_DATA;INSUFFICIENT_SPACE_AFTER_ORDER;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",42.0,28.0,4.0,SLOW_PICK,SKU-COMP-WHEEL-MT-29 -> LOC-SP-001,NO_FEASIBLE_LOCATION,PRIMARY_STORAGE,PROJECTED_OVER_CAPACITY,ORANGE,1,SKU-COMP-WHEEL-MT-29 | SLOW_PICK | OVERSTOCK,SKU: SKU-COMP-WHEEL-MT-29 | Product: UNKNOWN | Replenishment location: LOC-RC-001 | Primary quantity: 210.0 | Replenishment quantity: 75.0 | Quarantine quantity: 0.0 | FEFO quantity: 0.0 | Current inventory: 210.0 | Recommended order: 75.0 | Status: OVERSTOCK | Action: REDUCE_FUTURE_ORDERS | Warnings: NO_FEASIBLE_LOCATION_FOUND; REPLENISHMENT_STAGING_OVER_CAPACITY; RECEIVING_CAPACITY_REVIEW_REQUIRED; MISSING_LOCATION_DATA; INSUFFICIENT_SPACE_AFTER_ORDER; SKU_CAUSES_PROJECTED_STAGING_PRESSURE | Info: REPLENISHMENT_STAGED_IN_RECEIVING; CURRENT_VS_PROJECTED_CAPACITY_SPLIT; PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT,True,True,False,False
SKU-COMP-FRAME-ROAD-001,UNKNOWN,UNKNOWN,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,CRITICAL,120.0,120.0,60.0,,LOC-RC-001,,,120.0,60.0,0.0,0.0,26.4,13.2,0.0,0.0,NO_FEASIBLE_LOCATION,NO_FEASIBLE_LOCATION_FOUND;REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,NO_FEASIBLE_LOCATION_FOUND;MISSING_LOCATION_DATA;INSUFFICIENT_SPACE_AFTER_ORDER;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",42.0,28.0,4.0,SLOW_PICK,SKU-COMP-FRAME-ROAD-001 -> LOC-SP-001,NO_FEASIBLE_LOCATION,PRIMARY_STORAGE,PROJECTED_OVER_CAPACITY,ORANGE,1,SKU-COMP-FRAME-ROAD-001 | SLOW_PICK | OVERSTOCK,SKU: SKU-COMP-FRAME-ROAD-001 | Product: UNKNOWN | Replenishment location: LOC-RC-001 | Primary quantity: 120.0 | Replenishment quantity: 60.0 | Quarantine quantity: 0.0 | FEFO quantity: 0.0 | Current inventory: 120.0 | Recommended order: 60.0 | Status: OVERSTOCK | Action: REDUCE_FUTURE_ORDERS | Warnings: NO_FEASIBLE_LOCATION_FOUND; REPLENISHMENT_STAGING_OVER_CAPACITY; RECEIVING_CAPACITY_REVIEW_REQUIRED; MISSING_LOCATION_DATA; INSUFFICIENT_SPACE_AFTER_ORDER; SKU_CAUSES_PROJECTED_STAGING_PRESSURE | Info: REPLENISHMENT_STAGED_IN_RECEIVING; CURRENT_VS_PROJECTED_CAPACITY_SPLIT; PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT,True,True,False,False
SKU-COMP-FRAME-MT-001,UNKNOWN,UNKNOWN,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,90.0,90.0,60.0,,LOC-RC-001,,,90.0,60.0,0.0,0.0,23.4,15.6,0.0,0.0,NO_FEASIBLE_LOCATION,NO_FEASIBLE_LOCATION_FOUND;REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,NO_FEASIBLE_LOCATION_FOUND;MISSING_LOCATION_DATA;INSUFFICIENT_SPACE_AFTER_ORDER;REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",42.0,28.0,4.0,SLOW_PICK,SKU-COMP-FRAME-MT-001 -> LOC-SP-001,NO_FEASIBLE_LOCATION,PRIMARY_STORAGE,PROJECTED_OVER_CAPACITY,ORANGE,1,SKU-COMP-FRAME-MT-001 | SLOW_PICK | OVERSTOCK,SKU: SKU-COMP-FRAME-MT-001 | Product: UNKNOWN | Replenishment location: LOC-RC-001 | Primary quantity: 90.0 | Replenishment quantity: 60.0 | Quarantine quantity: 0.0 | FEFO quantity: 0.0 | Current inventory: 90.0 | Recommended order: 60.0 | Status: OVERSTOCK | Action: REDUCE_FUTURE_ORDERS | Warnings: NO_FEASIBLE_LOCATION_FOUND; REPLENISHMENT_STAGING_OVER_CAPACITY; RECEIVING_CAPACITY_REVIEW_REQUIRED; MISSING_LOCATION_DATA; INSUFFICIENT_SPACE_AFTER_ORDER; SKU_CAUSES_PROJECTED_STAGING_PRESSURE | Info: REPLENISHMENT_STAGED_IN_RECEIVING; CURRENT_VS_PROJECTED_CAPACITY_SPLIT; PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT,True,True,False,False
SKU-COMP-TIRE-MT-29,UNKNOWN,UNKNOWN,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,300.0,300.0,105.0,LOC-PL-002,LOC-RC-001,,,300.0,105.0,0.0,0.0,13.5,4.72,0.0,0.0,PROJECTED_OVER_CAPACITY,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",24.0,16.0,2.0,PALLET_STORAGE,SKU-COMP-TIRE-MT-29 -> LOC-PL-002,OVERSTOCK,PRIMARY_STORAGE,PROJECTED_OVER_CAPACITY,ORANGE,4,SKU-COMP-TIRE-MT-29 | PALLET_STORAGE | OVERSTOCK,SKU: SKU-COMP-TIRE-MT-29 | Product: UNKNOWN | Primary location: LOC-PL-002 | Replenishment location: LOC-RC-001 | Primary quantity: 300.0 | Replenishment quantity: 105.0 | Quarantine quantity: 0.0 | FEFO quantity: 0.0 | Current inventory: 300.0 | Recommended order: 105.0 | Status: OVERSTOCK | Action: REDUCE_FUTURE_ORDERS | Warnings: REPLENISHMENT_STAGING_OVER_CAPACITY; RECEIVING_CAPACITY_REVIEW_REQUIRED; SKU_CAUSES_PROJECTED_STAGING_PRESSURE | Info: REPLENISHMENT_STAGED_IN_RECEIVING; CURRENT_VS_PROJECTED_CAPACITY_SPLIT; PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT,True,True,False,False
SKU-COMP-TIRE-ROAD-700C,UNKNOWN,UNKNOWN,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,340.0,340.0,120.0,LOC-BK-001,LOC-RC-001,,,340.0,120.0,0.0,0.0,11.9,4.2,0.0,0.0,PROJECTED_OVER_CAPACITY,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",48.0,20.0,1.0,BULK_STORAGE,SKU-COMP-TIRE-ROAD-700C -> LOC-BK-001,OVERSTOCK,PRIMARY_STORAGE,PROJECTED_OVER_CAPACITY,ORANGE,4,SKU-COMP-TIRE-ROAD-700C | BULK_STORAGE | OVERSTOCK,SKU: SKU-COMP-TIRE-ROAD-700C | Product: UNKNOWN | Primary location: LOC-BK-001 | Replenishment location: LOC-RC-001 | Primary quantity: 340.0 | Replenishment quantity: 120.0 | Quarantine quantity: 0.0 | FEFO quantity: 0.0 | Current inventory: 340.0 | Recommended order: 120.0 | Status: OVERSTOCK | Action: REDUCE_FUTURE_ORDERS | Warnings: REPLENISHMENT_STAGING_OVER_CAPACITY; RECEIVING_CAPACITY_REVIEW_REQUIRED; SKU_CAUSES_PROJECTED_STAGING_PRESSURE | Info: REPLENISHMENT_STAGED_IN_RECEIVING; CURRENT_VS_PROJECTED_CAPACITY_SPLIT; PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT,True,True,False,False
SKU-GFT-010,Premium Gift Wrap Roll,Stationery,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,310.0,310.0,0.0,,,,,310.0,0.0,0.0,0.0,4.65,0.0,0.0,0.0,NO_FEASIBLE_LOCATION,NO_FEASIBLE_LOCATION_FOUND,,NO_FEASIBLE_LOCATION_FOUND;MISSING_LOCATION_DATA;LOW_LOCATION_UTILIZATION,,False,,No replenishment staging quantity is assigned for this SKU.,34.0,8.0,2.0,EACH_PICKING,SKU-GFT-010 -> LOC-SC-001,NO_FEASIBLE_LOCATION,PRIMARY_STORAGE,OVERSTOCK,ORANGE,1,SKU-GFT-010 | EACH_PICKING | OVERSTOCK,SKU: SKU-GFT-010 | Product: Premium Gift Wrap Roll | Primary quantity: 310.0 | Replenishment quantity: 0.0 | Quarantine quantity: 0.0 | FEFO quantity: 0.0 | Current inventory: 310.0 | Recommended order: 0.0 | Status: OVERSTOCK | Action: REDUCE_FUTURE_ORDERS | Warnings: NO_FEASIBLE_LOCATION_FOUND; MISSING_LOCATION_DATA; LOW_LOCATION_UTILIZATION,True,False,False,False
SKU-UMR-007,Compact Umbrella,Accessories,CRITICAL_LOW_STOCK,ORDER_RECOMMENDED_QUANTITY,HIGH,PURCHASE_COST,MEDIUM,8.0,8.0,75.0,LOC-SP-001,LOC-RC-001,,,8.0,75.0,0.0,0.0,0.24,2.25,0.0,0.0,REORDER_NOW,REPLENISHMENT_STAGING_OVER_CAPACITY;RECEIVING_CAPACITY_REVIEW_REQUIRED,REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT;REPLENISHMENT_STAGED_IN_RECEIVING;CURRENT_VS_PROJECTED_CAPACITY_SPLIT,True,REPLENISHMENT_STAGING_OVER_CAPACITY;SKU_CAUSES_PROJECTED_STAGING_PRESSURE;RECEIVING_CAPACITY_REVIEW_REQUIRED,"Recommended replenishment quantity is staged through LOC-RC-001, whose projected utilization exceeds capacity. Review receiving/staging capacity before ordering.",42.0,28.0,4.0,SLOW_PICK,SKU-UMR-007 -> LOC-SP-001,REORDER_NOW,PRIMARY_STORAGE,CRITICAL_LOW_STOCK,ORANGE,4,SKU-UMR-007 | SLOW_PICK | CRITICAL_LOW_STOCK,SKU: SKU-UMR-007 | Product: Compact Umbrella | Primary location: LOC-SP-001 | Replenishment location: LOC-RC-001 | Primary quantity: 8.0 | Replenishment quantity: 75.0 | Quarantine quantity: 0.0 | FEFO quantity: 0.0 | Current inventory: 8.0 | Recommended order: 75.0 | Status: CRITICAL_LOW_STOCK | Action: ORDER_RECOMMENDED_QUANTITY | Warnings: REPLENISHMENT_STAGING_OVER_CAPACITY; RECEIVING_CAPACITY_REVIEW_REQUIRED; SKU_CAUSES_PROJECTED_STAGING_PRESSURE | Info: REPLENISHMENT_STAGED_IN_RECEIVING; CURRENT_VS_PROJECTED_CAPACITY_SPLIT; PRIMARY_REPLENISHMENT_LOCATION_ROLE_SPLIT,True,True,False,False
SKU-COMP-PEDAL-SET-001,UNKNOWN,UNKNOWN,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,180.0,180.0,0.0,LOC-SP-001,,,,180.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,OVERSTOCK,,,,,False,,No replenishment staging quantity is assigned for this SKU.,42.0,28.0,4.0,SLOW_PICK,SKU-COMP-PEDAL-SET-001 -> LOC-SP-001,OVERSTOCK,PRIMARY_STORAGE,OVERSTOCK,ORANGE,999,SKU-COMP-PEDAL-SET-001 | SLOW_PICK | OVERSTOCK,SKU: SKU-COMP-PEDAL-SET-001 | Product: UNKNOWN | Primary location: LOC-SP-001 | Primary quantity: 180.0 | Replenishment quantity: 0.0 | Quarantine quantity: 0.0 | FEFO quantity: 0.0 | Current inventory: 180.0 | Recommended order: 0.0 | Status: OVERSTOCK | Action: REDUCE_FUTURE_ORDERS,True,False,False,False
SKU-COMP-BOLT-KIT-001,UNKNOWN,UNKNOWN,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,500.0,500.0,0.0,LOC-SC-002,,,,500.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,OVERSTOCK,,CAPABILITY_MATCH_NON_EXACT_ZONE,INSUFFICIENT_SPACE_AFTER_ORDER,CAPABILITY_MATCH_NON_EXACT_ZONE,False,,No replenishment staging quantity is assigned for this SKU.,46.0,32.0,3.0,SLOW_PICK,SKU-COMP-BOLT-KIT-001 -> LOC-SC-002,OVERSTOCK,PRIMARY_STORAGE,OVERSTOCK,ORANGE,999,SKU-COMP-BOLT-KIT-001 | SLOW_PICK | OVERSTOCK,SKU: SKU-COMP-BOLT-KIT-001 | Product: UNKNOWN | Primary location: LOC-SC-002 | Primary quantity: 500.0 | Replenishment quantity: 0.0 | Quarantine quantity: 0.0 | FEFO quantity: 0.0 | Current inventory: 500.0 | Recommended order: 0.0 | Status: OVERSTOCK | Action: REDUCE_FUTURE_ORDERS | Warnings: INSUFFICIENT_SPACE_AFTER_ORDER | Info: CAPABILITY_MATCH_NON_EXACT_ZONE,True,False,False,False
SKU-BBQ-006,BBQ Charcoal 5kg,Outdoor,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,CRITICAL,720.0,720.0,0.0,LOC-BK-001,,,,720.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,OVERSTOCK,,,,,False,,No replenishment staging quantity is assigned for this SKU.,48.0,20.0,1.0,BULK_STORAGE,SKU-BBQ-006 -> LOC-BK-001,OVERSTOCK,PRIMARY_STORAGE,OVERSTOCK,ORANGE,999,SKU-BBQ-006 | BULK_STORAGE | OVERSTOCK,SKU: SKU-BBQ-006 | Product: BBQ Charcoal 5kg | Primary location: LOC-BK-001 | Primary quantity: 720.0 | Replenishment quantity: 0.0 | Quarantine quantity: 0.0 | FEFO quantity: 0.0 | Current inventory: 720.0 | Recommended order: 0.0 | Status: OVERSTOCK | Action: REDUCE_FUTURE_ORDERS,True,False,False,False
SKU-FIL-009,Replacement Water Filter,Home,OVERSTOCK,REDUCE_FUTURE_ORDERS,MEDIUM,OVERSTOCK_COST,HIGH,96.0,96.0,0.0,LOC-RC-001,,,,96.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,OVERSTOCK,,,,,False,,No replenishment staging quantity is assigned for this SKU.,6.0,5.0,1.0,RECEIVING,SKU-FIL-009 -> LOC-RC-001,OVERSTOCK,PRIMARY_STORAGE,OVERSTOCK,ORANGE,999,SKU-FIL-009 | RECEIVING | OVERSTOCK,SKU: SKU-FIL-009 | Product: Replacement Water Filter | Primary location: LOC-RC-001 | Primary quantity: 96.0 | Replenishment quantity: 0.0 | Quarantine quantity: 0.0 | FEFO quantity: 0.0 | Current inventory: 96.0 | Recommended order: 0.0 | Status: OVERSTOCK | Action: REDUCE_FUTURE_ORDERS,True,False,False,False
