sku_id,product_name,category,service_level_target,safety_factor_z,base_service_level,final_service_level_adjustment,pre_guardrail_service_level,service_level_guardrail_applied,service_level_guardrail_reason,service_level_floor,service_level_ceiling,service_level_reason,abc_class,xyz_class,fsn_class,vitality_class,seasonality_class,perishability_class,movement_class,supplier_risk_class,inventory_priority_class,classification_score,current_inventory,stockout_signal,stockout_units,zero_inventory_signal,expiry_risk_signal,non_moving_signal,dead_stock_signal,near_expiry_units,expired_units,stockout_penalty_per_unit,average_daily_demand,coefficient_of_variation,demand_behavior_class,average_forecast_confidence_score,champion_confidence_score,dominant_forecast_risk_level,demand_adjusted_procurement_risk_score,demand_adjusted_procurement_risk_class,recommended_supplier_requires_review,supplier_review_signal,supplier_watchlist_flag,watchlist_supplier_signal,supplier_trend_status,perishable,expiry_tracking_required,fefo_required,handling_unit,inventory_owner_type,item_planning_type,push_pull_boundary_role,stockout_service_boost_applied,vital_service_boost_applied,supplier_risk_service_boost_applied,low_forecast_confidence_boost_applied,seasonal_service_adjustment_applied,perishability_service_reduction_applied,slow_or_non_moving_reduction_applied,expiry_risk_reduction_applied,liquidation_reduction_applied,service_level_review_required,service_level_re_evaluation_signal,service_level_re_evaluation_reason
SKU-BIKE-ROAD-001,Road Bike,Bicycles,0.99,2.33,0.98,0.08,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,18,False,0,False,False,False,False,0.0,0.0,250,12.2376,0.2215,STABLE,0.5,0.976,MEDIUM_RISK,0.5,MEDIUM,True,True,False,False,INSUFFICIENT_DATA,False,False,False,EACH,PRODUCED,FINISHED_GOOD,MAKE_TO_STOCK_ITEM,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review.
SKU-BIKE-MT-001,Mountain Bike,Bicycles,0.99,2.33,0.98,0.08,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,A,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.76,14,False,0,False,False,False,False,0.0,0.0,275,9.8895,0.2632,STABLE,0.5,0.9725,MEDIUM_RISK,0.5,MEDIUM,True,True,False,False,INSUFFICIENT_DATA,False,False,False,EACH,PRODUCED,FINISHED_GOOD,MAKE_TO_STOCK_ITEM,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review.
SKU-COMP-FRAME-ROAD-001,UNKNOWN,UNKNOWN,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,120,False,0,False,False,False,False,0.0,0.0,90,0.0,0.0,UNKNOWN,0.5,0.5,MEDIUM_RISK,0.0345431213017751,LOW,True,True,False,False,HEALTHY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review. Component/semi-finished item should be revisited when Phase 4 production planning is added.
SKU-COMP-FRAME-MT-001,UNKNOWN,UNKNOWN,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,90,False,0,False,False,False,False,0.0,0.0,95,0.0,0.0,UNKNOWN,0.5,0.5,MEDIUM_RISK,0.0345431213017751,LOW,True,True,False,False,HEALTHY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review. Component/semi-finished item should be revisited when Phase 4 production planning is added.
SKU-COMP-WHEEL-ROAD-700C,UNKNOWN,UNKNOWN,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,260,False,0,False,False,False,False,0.0,0.0,55,0.0,0.0,UNKNOWN,0.5,0.5,MEDIUM_RISK,0.0345431213017751,LOW,True,True,False,False,HEALTHY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review. Component/semi-finished item should be revisited when Phase 4 production planning is added.
SKU-COMP-WHEEL-MT-29,UNKNOWN,UNKNOWN,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,210,False,0,False,False,False,False,0.0,0.0,60,0.0,0.0,UNKNOWN,0.5,0.5,MEDIUM_RISK,0.0345431213017751,LOW,True,True,False,False,HEALTHY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review. Component/semi-finished item should be revisited when Phase 4 production planning is added.
SKU-COMP-TIRE-ROAD-700C,UNKNOWN,UNKNOWN,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,340,False,0,False,False,False,False,0.0,0.0,35,0.0,0.0,UNKNOWN,0.5,0.5,MEDIUM_RISK,0.0345431213017751,LOW,True,True,False,False,HEALTHY,False,False,False,CASE,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review. Component/semi-finished item should be revisited when Phase 4 production planning is added.
SKU-COMP-TIRE-MT-29,UNKNOWN,UNKNOWN,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,300,False,0,False,False,False,False,0.0,0.0,40,0.0,0.0,UNKNOWN,0.5,0.5,MEDIUM_RISK,0.0345431213017751,LOW,True,True,False,False,HEALTHY,False,False,False,CASE,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review. Component/semi-finished item should be revisited when Phase 4 production planning is added.
SKU-COMP-BRAKE-FRONT-001,UNKNOWN,UNKNOWN,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,160,False,0,False,False,False,False,0.0,0.0,50,0.0,0.0,UNKNOWN,0.5,0.5,MEDIUM_RISK,0.0345431213017751,LOW,True,True,False,False,HEALTHY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review. Component/semi-finished item should be revisited when Phase 4 production planning is added.
SKU-COMP-BRAKE-REAR-001,UNKNOWN,UNKNOWN,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,155,False,0,False,False,False,False,0.0,0.0,50,0.0,0.0,UNKNOWN,0.5,0.5,MEDIUM_RISK,0.0345431213017751,LOW,True,True,False,False,HEALTHY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review. Component/semi-finished item should be revisited when Phase 4 production planning is added.
SKU-COMP-PEDAL-SET-001,UNKNOWN,UNKNOWN,0.9,1.28,0.87,-0.09,0.78,True,Important SKU guardrail raised service level to 0.90.,0.7,0.99,"Supplier risk increased protection for important sku, low forecast confidence boosted vital or important sku, non-moving sku reduced service level, high inventory relative to forecast reduced service level, but important SKU guardrail raised service level to 0.90.",B,X,N,IMPORTANT,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,MEDIUM_PRIORITY,0.6,180,False,0,False,False,False,False,0.0,0.0,30,0.0,0.0,UNKNOWN,0.5,0.5,MEDIUM_RISK,0.0345431213017751,LOW,True,True,False,False,HEALTHY,False,False,False,EACH,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,False,False,True,True,False,False,True,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review. Component/semi-finished item should be revisited when Phase 4 production planning is added. Service-level guardrail was applied and should be reviewed later.
SKU-COMP-BOLT-KIT-001,UNKNOWN,UNKNOWN,0.9,1.28,0.85,-0.09,0.76,True,Important SKU guardrail raised service level to 0.90.,0.7,0.99,"Supplier risk increased protection for important sku, low forecast confidence boosted vital or important sku, non-moving sku reduced service level, high inventory relative to forecast reduced service level, but important SKU guardrail raised service level to 0.90.",C,X,N,IMPORTANT,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,MEDIUM_PRIORITY,0.525,500,False,0,False,False,False,False,0.0,0.0,12,0.0,0.0,UNKNOWN,0.5,0.5,MEDIUM_RISK,0.0345431213017751,LOW,True,True,False,False,HEALTHY,False,False,False,CASE,PURCHASED,COMPONENT,ASSEMBLE_TO_ORDER_COMPONENT,False,False,True,True,False,False,True,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review. Component/semi-finished item should be revisited when Phase 4 production planning is added. Service-level guardrail was applied and should be reviewed later.
SP-LUBE-OIL-001,General Machine Lubricating Oil,Maintenance Spare Parts,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,24,False,0,False,False,False,False,0.0,0.0,45,4.0,0.25,UNKNOWN,0.5,0.875,MEDIUM_RISK,0.0527276570048309,LOW,True,True,False,False,MIXED,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review.
SP-BEARING-KIT-001,General Bearing Replacement Kit,Maintenance Spare Parts,0.99,2.33,0.98,0.06,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,5,False,0,False,False,False,False,0.0,0.0,250,1.0,0.0,UNKNOWN,0.5,1.0,MEDIUM_RISK,0.0637343036164364,LOW,True,True,True,True,WATCHLIST,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review.
SP-FRAME-JIG-PAD-001,Frame Jig Wear Pad Kit,Maintenance Spare Parts,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,6,False,0,False,False,False,False,0.0,0.0,120,2.0,0.0,UNKNOWN,0.5,1.0,MEDIUM_RISK,0.0480026570048309,LOW,True,True,False,False,MIXED,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review.
SP-WHEEL-TRUING-SPARE-001,Wheel Truing Stand Spare Kit,Maintenance Spare Parts,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,4,False,0,False,False,False,False,0.0,0.0,90,1.0,0.0,UNKNOWN,0.5,1.0,MEDIUM_RISK,0.0485526570048309,LOW,True,True,False,False,MIXED,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review.
SP-BRAKE-BENCH-TOOL-001,Brake Bench Tool Spare Set,Maintenance Spare Parts,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,8,False,0,False,False,False,False,0.0,0.0,70,1.0,0.0,UNKNOWN,0.5,1.0,MEDIUM_RISK,0.1436073213017751,LOW,True,True,False,False,HEALTHY,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review.
SP-FORK-SUSP-SEAL-001,Fork Suspension Seal Kit,Maintenance Spare Parts,0.99,2.33,0.98,0.1,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,3,False,0,False,False,False,False,0.0,0.0,180,2.0,0.0,UNKNOWN,0.5,1.0,MEDIUM_RISK,0.0553218036164364,LOW,True,True,True,True,WATCHLIST,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review.
SP-FINAL-ASM-JIG-001,Final Assembly Jig Spare Kit,Maintenance Spare Parts,0.99,2.33,0.98,0.04,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,C,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.585,5,False,0,False,False,False,False,0.0,0.0,150,1.0,0.0,UNKNOWN,0.5,1.0,MEDIUM_RISK,0.0517026570048309,LOW,True,True,False,False,MIXED,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review.
SP-QC-CALIBRATION-KIT-001,QC Calibration Kit,Maintenance Spare Parts,0.99,2.33,0.98,0.08,0.99,False,No guardrail applied.,0.7,0.99,Non-moving SKU; service level kept low to reduce frozen capital.,B,X,N,VITAL,NON_SEASONAL,NON_PERISHABLE,NON_MOVING,REVIEW_REQUIRED_SUPPLIER_RISK,HIGH_PRIORITY,0.66,2,False,0,False,False,False,False,0.0,0.0,300,1.0,0.0,UNKNOWN,0.5,1.0,MEDIUM_RISK,0.0545056213017751,LOW,True,True,False,False,HEALTHY,,,,,PURCHASED,SPARE_PART,MAINTENANCE_SPARE_BUFFER,True,True,True,True,False,False,False,False,False,True,True,Watchlist supplier may require higher protection or supplier review. Low forecast confidence for important SKU requires review.
